#,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Strong Against,Weak Against,Other,evol_level,evol_cond
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A
403,Shinx,Electric,,263,45,65,34,40,34,45,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,15,None
404,Luxio,Electric,,363,60,85,49,60,49,60,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,30,None
405,Luxray,Electric,,523,80,120,79,95,79,70,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,FALSE,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,FALSE,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,30,None
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,FALSE,"Bug, Fire, Flying, Ice, Fairy, Ice, Rock","Fight, Grass, Ground, Steel, Water, Fight, Fire, Ground","nan, Immune to Poison",30,None
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,FALSE,"Bug, Fire, Flying, Ice, Fairy, Ice, Rock","Fight, Grass, Ground, Steel, Water, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
412,Burmy,Bug,,224,40,29,45,29,45,36,4,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,20,Male
413,WormadamPlant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A
413,WormadamSandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,FALSE,"Dark, Grass, Psychic, Electric, Fire, Poison, Rock, Steel","Fire, Flying, Rock, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
413,WormadamTrash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,FALSE,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",21,Female
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A
418,Buizel,Water,,330,55,65,35,60,30,85,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,26,None
419,Floatzel,Water,,495,85,105,55,85,50,115,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,25,None
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
422,Shellos,Water,,325,76,48,48,57,62,34,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,30,None
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Dark, Ghost, Electric, Ice, Rock","Immune to fight, Normal; Not Effective Against Normal, Immune to Ground",28,None
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Dark, Ghost, Electric, Ice, Rock","Immune to fight, Normal; Not Effective Against Normal, Immune to Ground",#N/A,#N/A
427,Buneary,Normal,,350,55,66,44,44,56,85,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
428,LopunnyMega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,FALSE,"None, Dark, Ice, Normal, Rock, Steel","Fighting, Fairy, Flying, Psychic","Immune to Ghost; Not Effective Against Ghost, Not Effective Against Ghost",#N/A,#N/A
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",#N/A,#N/A
431,Glameow,Normal,,310,49,55,42,42,37,85,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,38,None
432,Purugly,Normal,,452,71,82,64,64,59,112,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,FALSE,"Fairy, Grass, Ghost, Psychic","Ground, Psychic, Bug, Fairy, Fight","Not Effective Against Steel, Immunce to Psychic",34,None
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,FALSE,"Fairy, Grass, Ghost, Psychic","Ground, Psychic, Bug, Fairy, Fight","Not Effective Against Steel, Immunce to Psychic",#N/A,#N/A
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",33,None
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",#N/A,#N/A
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,FALSE,"Fight, Poison, Dark, Dragon, Fighting","Bug, Dark, Ghost, Poison, Steel","Not Effective Against Dark, Immune to Dragon",#N/A,#N/A
440,Happiny,Normal,,220,100,5,5,15,65,30,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,FALSE,"Ghost, Psychic, Ghost, Psychic","Dark, Ghost, Bug, Fairy, Fight","Immune to fight, Normal; Not Effective Against Normal, Immunce to Psychic",#N/A,#N/A
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",24,None
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",48,None
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
445,GarchompMega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,FALSE,"Dark, Ice, Normal, Rock, Steel, Fairy, Ice, Rock","Fairy, Flying, Psychic, Fight, Fire, Ground","Not Effective Against Ghost, Immune to Poison",#N/A,#N/A
448,LucarioMega Lucario,Fighting,Steel,625,70,145,88,140,70,112,4,FALSE,"Dark, Ice, Normal, Rock, Steel, Fairy, Ice, Rock","Fairy, Flying, Psychic, Fight, Fire, Ground","Not Effective Against Ghost, Immune to Poison",#N/A,#N/A
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,FALSE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,34,None
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,FALSE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,#N/A,#N/A
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,FALSE,"Fairy, Grass, Dark, Grass, Psychic","Ground, Psychic, Fire, Flying, Rock","Not Effective Against Steel, nan",40,None
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,FALSE,"Fairy, Grass, Ghost, Psychic","Ground, Psychic, Bug, Fairy, Fight","Not Effective Against Steel, Immunce to Psychic",#N/A,#N/A
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,FALSE,"Fairy, Grass, Dark, Ice, Normal, Rock, Steel","Ground, Psychic, Fairy, Flying, Psychic","Not Effective Against Steel, Not Effective Against Ghost",37,None
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,FALSE,"Fairy, Grass, Dark, Ice, Normal, Rock, Steel","Ground, Psychic, Fairy, Flying, Psychic","Not Effective Against Steel, Not Effective Against Ghost",#N/A,#N/A
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
456,Finneon,Water,,330,49,49,56,49,61,66,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,31,None
457,Lumineon,Water,,460,69,69,76,69,86,91,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,FALSE,"Ground, Rock, Water, Dragon, Flying, Grass, Ground","Bug, Fire, Flying, Ice, Poison, Fighting, Fire, Rock, Steel","nan, nan",40,None
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,FALSE,"Ground, Rock, Water, Dragon, Flying, Grass, Ground","Bug, Fire, Flying, Ice, Poison, Fighting, Fire, Rock, Steel","nan, nan",#N/A,#N/A
460,AbomasnowMega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,FALSE,"Ground, Rock, Water, Dragon, Flying, Grass, Ground","Bug, Fire, Flying, Ice, Poison, Fighting, Fire, Rock, Steel","nan, nan",#N/A,#N/A
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,FALSE,"Ghost, Psychic, Dragon, Flying, Grass, Ground","Bug, Fairy, Fight, Fighting, Fire, Rock, Steel","Immunce to Psychic, nan",#N/A,#N/A
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,FALSE,"Flying, Water, Fairy, Ice, Rock","Ground, Fight, Fire, Ground","Not Effective Against Ground, Immune to Poison",#N/A,#N/A
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,FALSE,"Electric, Fire, Poison, Rock, Steel, Bug, Fire, Flying, Ice","Grass, Ice, Water, Fight, Grass, Ground, Steel, Water","Immune to Electric; Not Effective Against Flying, nan",#N/A,#N/A
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
466,Electivire,Electric,,540,75,123,67,95,85,95,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,FALSE,"Dark, Dragon, Fighting, Bug, Fighting, Grass","Poison, Steel, Electric, Ice, Rock","Immune to Dragon, Immune to Ground",#N/A,#N/A
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,FALSE,"Electric, Fire, Poison, Rock, Steel, Bug, Fighting, Grass","Grass, Ice, Water, Electric, Ice, Rock","Immune to Electric; Not Effective Against Flying, Immune to Ground",#N/A,#N/A
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,FALSE,"Dragon, Flying, Grass, Ground, Electric, Fire, Poison, Rock, Steel","Fighting, Fire, Rock, Steel, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,FALSE,"Fight, Poison, Dark, Ice, Normal, Rock, Steel","Bug, Dark, Ghost, Fairy, Flying, Psychic","Not Effective Against Dark, Not Effective Against Ghost",#N/A,#N/A
475,GalladeMega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,4,FALSE,"Fight, Poison, Dark, Ice, Normal, Rock, Steel","Bug, Dark, Ghost, Fairy, Flying, Psychic","Not Effective Against Dark, Not Effective Against Ghost",#N/A,#N/A
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,FALSE,"Bug, Fire, Flying, Ice, Fairy, Ice, Rock","Fight, Grass, Ground, Steel, Water, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,FALSE,"Dragon, Flying, Grass, Ground, Ghost, Psychic","Fighting, Fire, Rock, Steel, Dark, Ghost","nan, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,FALSE,"Flying, Water, Ghost, Psychic","Ground, Dark, Ghost","Not Effective Against Ground, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
479,RotomHeat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Bug, Grass, Ice, Steel","Ground, Ground, Rock, Water","Not Effective Against Ground, nan",#N/A,#N/A
479,RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Fire, Ground, Rock","Ground, Electric, Grass","Not Effective Against Ground, nan",#N/A,#N/A
479,RotomFrost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Dragon, Flying, Grass, Ground","Ground, Fighting, Fire, Rock, Steel","Not Effective Against Ground, nan",#N/A,#N/A
479,RotomFan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A
479,RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Ground, Rock, Water","Ground, Bug, Fire, Flying, Ice, Poison","Not Effective Against Ground, nan",#N/A,#N/A
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,TRUE,"Fairy, Ice, Rock, Dragon","Fight, Fire, Ground, Dragon, Fairy, Ice","Immune to Poison, Not Effective Against Fairy",#N/A,#N/A
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,TRUE,"Fire, Ground, Rock, Dragon","Electric, Grass, Dragon, Fairy, Ice","nan, Not Effective Against Fairy",#N/A,#N/A
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,TRUE,"Bug, Grass, Ice, Steel, Fairy, Ice, Rock","Ground, Rock, Water, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,TRUE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
487,GiratinaAltered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE,"Ghost, Psychic, Dragon","Dark, Ghost, Dragon, Fairy, Ice","Immune to fight, Normal; Not Effective Against Normal, Not Effective Against Fairy",#N/A,#N/A
487,GiratinaOrigin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE,"Ghost, Psychic, Dragon","Dark, Ghost, Dragon, Fairy, Ice","Immune to fight, Normal; Not Effective Against Normal, Not Effective Against Fairy",#N/A,#N/A
488,Cresselia,Psychic,,600,120,70,120,75,130,85,4,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
489,Phione,Water,,480,80,80,80,80,80,80,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
490,Manaphy,Water,,600,100,100,100,100,100,100,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
491,Darkrai,Dark,,600,70,90,90,135,90,125,4,TRUE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A
492,ShayminLand Forme,Grass,,600,100,100,100,100,100,100,4,TRUE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
492,ShayminSky Forme,Grass,Flying,600,100,103,75,120,75,127,4,TRUE,"Ground, Rock, Water, Bug, Fighting, Grass","Bug, Fire, Flying, Ice, Poison, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
493,Arceus,Normal,,720,120,120,120,120,120,120,4,TRUE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE,"Fight, Poison, Bug, Grass, Ice, Steel","Bug, Dark, Ghost, Ground, Rock, Water","Not Effective Against Dark, nan",#N/A,#N/A
495,Snivy,Grass,,308,45,45,55,45,55,63,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,17,None
496,Servine,Grass,,413,60,60,75,60,75,83,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,36,None
497,Serperior,Grass,,528,75,75,95,75,95,113,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
498,Tepig,Fire,,308,65,63,45,45,45,45,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,17,None
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",36,None
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A
501,Oshawott,Water,,308,55,55,45,63,45,45,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,17,None
502,Dewott,Water,,413,75,75,60,83,60,60,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,36,None
503,Samurott,Water,,528,95,100,85,108,70,70,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
504,Patrat,Normal,,255,45,55,39,35,39,42,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,20,None
505,Watchog,Normal,,420,60,85,69,60,69,77,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,16,None
507,Herdier,Normal,,370,65,80,65,35,65,60,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,32,None
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,20,None
510,Liepard,Dark,,446,64,88,50,88,50,106,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A
511,Pansage,Grass,,316,50,53,48,53,48,64,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
512,Simisage,Grass,,498,75,98,63,98,63,101,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
513,Pansear,Fire,,316,50,53,48,53,48,64,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A
514,Simisear,Fire,,498,75,98,63,98,63,101,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A
515,Panpour,Water,,316,50,53,48,53,48,64,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
516,Simipour,Water,,498,75,98,63,98,63,101,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
517,Munna,Psychic,,292,76,25,45,67,55,24,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",21,None
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",32,None
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,FALSE,"Flying, Water",Ground,Not Effective Against Ground,27,None
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,25,None
525,Boldore,Rock,,390,70,105,105,50,40,20,5,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE,"Fight, Poison, Bug, Fighting, Grass","Bug, Dark, Ghost, Electric, Ice, Rock","Not Effective Against Dark, Immune to Ground",#N/A,#N/A
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE,"Fight, Poison, Bug, Fighting, Grass","Bug, Dark, Ghost, Electric, Ice, Rock","Not Effective Against Dark, Immune to Ground",#N/A,#N/A
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,FALSE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,31,None
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Fairy, Ice, Rock","Grass, Ice, Water, Fight, Fire, Ground","Immune to Electric; Not Effective Against Flying, Immune to Poison",#N/A,#N/A
531,Audino,Normal,,445,103,60,86,60,86,50,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
531,AudinoMega Audino,Normal,Fairy,545,103,60,126,80,126,50,5,FALSE,"None, Dark, Dragon, Fighting","Fighting, Poison, Steel","Immune to Ghost; Not Effective Against Ghost, Immune to Dragon",#N/A,#N/A
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,25,None
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A
